name,phone,website,city,state,description,services_confirmed,roadside_confirmed,open_24_7_confirmed,response_time,service_area,truck_classes,brands_certs,fleet_cards,emergency_phone,still_real_truck_shop,data_confidence
Rush Truck Centers - Albuquerque Mobile Service,+1 915-775-6370,https://www.rushtruckcenters.com/locations/16010000-albuquerque%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-albuquerque-mobile-service,Albuquerque,NM,"Albuquerque, NM | Peterbilt Truck Sales | Rush Truck Centers Skip to Content (press ENTER) Manage My Service Contact Us Dealership Directory Locations...","engine,trailer,rv",no,no,,,,,,,yes,medium
Statkus Engines RV Service center,+1 505-765-1614,http://www.statkusengines.com/,Albuquerque,NM,"Home - Statkus Engines - Albuquerque, New Mexico HomeWork OrderContact Us RV Maintenance and Repair Since 1978 Statkus Engines has been a family owned...","engine,cooling,rv,brakes",no,no,,,,,,,yes,medium
"Stewart & Stevenson | Albuquerque, NM",+1 505-881-3511,https://www.stewartandstevenson.com/location/albuquerque-nm/%3Futm_medium%3Dorganic%26utm_source%3Dgoogle%26utm_source_platform%3Dgbp%26utm_campaign%3Dalbuquerque%26utm_content%3Dwebsite-click,Albuquerque,NM,Home - Stewart & Stevenson Skip to content Search for: Toggle NavigationIndustriesOn-HighwayPower GenerationNatural Gas MicrogridsOil & GasCranesConst...,"engine,rv",no,no,,,,,,(866) 782-8660,yes,medium
TA Travel Center,+1 505-884-1066,https://www.ta-petro.com/location/nm/ta-albuquerque,Albuquerque,NM,TA Albuquerque | TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Fo...,"engine,rv",yes,no,,,,,,(505) 859-7887,yes,high
TA Truck Service,+1 505-859-7887,https://www.ta-petro.com/,Albuquerque,NM,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
TLC Fleet,+1 505-485-6399,http://www.tlcfleet.com/,Albuquerque,NM,Home | TLC Fleet top of pageTLC FleetAutomotive & RV Service and Repairs505-720-5572HomeAboutServicesPhotosFAQ'sContactMoreUse tab to navigate through...,"roadside,engine,rv,brakes,electrical",yes,no,,,,,,(505) 720-5572,yes,high
Truck and trailer repair LLC - Roadside Mobile Mechanic Service Assistance,+1 833-363-3522,https://servicetruckandtrailer.com/,Albuquerque,NM,24/7 Roadside Truck and Trailer Repair services Home Services Success Stories About Us Contact us ​ +1(833)363-3522 Sign in ​Contact Us Home Services ...,"roadside,trailer,rv",yes,yes,,,,,,(833) 363-3522,yes,high
Trucks Unique,+1 505-884-5749,https://trucksunique.com/,Albuquerque,NM,,,no,no,,,,,,,yes,low
505 TRUCK SERVICE LLC AND ROAD SERVICE,+1 505-726-3225,https://505truckservice.vercel.app/,Gallup,NM,"505 Truck Service | Gallup Home About Us Services Comments Contact Milan, NM You are viewing: Gallup Shop — Roadside Assistance Truck repair and servi...","roadside,engine,tire,trailer,rv,brakes",yes,no,,,,,,,yes,high
A-J Tires & Auto Center Tire Pros,+1 505-722-6965,https://www.ajtires.com/,Gallup,NM,"Tires & Auto Repair Gallup, NM Buy Tires Now 505-722-6965 MenuShop TiresTypes of TiresBrand SelectionToyoHerculesNittoContinentalGeneral TireBFGoodric...","roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(505) 722-6965,yes,high
"Ace Truck Service, Inc.; Diesel, Truck, Trailer, RV, Mobile Repairs",+1 505-863-1989,http://www.acetruckserviceinc.com/,Gallup,NM,"ACE Truck ServiceACE Truck Service Inc.HOMEABOUTPARTSSERVICESCONTACT-LOCATIONBest Truck Services in Gallup, NM for Heavy Duty Diesel Repairs, RV/Bus/C...","engine,cooling,reefer,trailer,rv,brakes,electrical",yes,no,,,,,,(505) 863-1989,yes,high
American Muffler And Towing,+1 505-863-5990,http://www.americanmufflerandtowing.com/,Gallup,NM,"American Muffler & Towing | Gallup, NM | Towing | 505-863-5990 American Muffler & Towing 24 Hour Towing & Roadside Assistance 505-863-5990 827 N Ninth...","roadside,tire,rv",yes,yes,,,,,,(505) 863-5990,yes,high
GMG Roadside Services,+1 505-391-4263,https://roadsideassistancegallup.com/,Gallup,NM,"GMG Roadside Services - Diesel Repair - Gallup, NM 87301 VIEW MAIN WEBSITE Phone (505) 391-4263 Home About Services Fuel Delivery Lockout Service Tire...","roadside,engine,cooling,tire,rv,brakes",yes,yes,,,,,,(505) 391-4263,yes,high
J & J Truck Services,+1 505-726-1535,http://www.jjtruckservice.com/,Gallup,NM,"Diesel Repair & Tire Shop in Gallup, NM | J & J Truck Service 2711 West Historic Highway 66 | Gallup, NM 87301 (505) 726-1535 We Offer 24-HourCall-Out...","roadside,engine,cooling,tire,trailer,rv,brakes,electrical",yes,yes,,,,,,(505) 726-1535,yes,high
NKS TRUCK SERVICE,+1 505-722-9761,https://nkstruckservice.wixsite.com/nkstruckservice,Gallup,NM,Home | NKS TRUCK SERVICE top of page This website was built on Wix. Create yours today.,"tire,rv,brakes,electrical",no,no,,,,,,(505) 722-9761,yes,medium
TA Travel Center,+1 505-863-6801,https://www.ta-petro.com/location/nm/ta-gallup,Gallup,NM,TA Gallup | TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & ...,"engine,rv",yes,no,,,,,,(505) 835-2156,yes,high
TA Truck Service,+1 505-835-2156,https://www.ta-petro.com/,Gallup,NM,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
Elite Diesel Solutions,+1 505-615-3159,https://builder.bookipi.com/pages/elite-diesel-solutions-llc,Grants,NM,Elite Diesel Solutions LLC - Truck and Trailer RepairContact usTell us what is going on or if you need roadside assistance Full nameEmailPhone number ...,"roadside,engine,trailer",yes,no,,,,,,,yes,high
505 TRUCK SERVICE LLC AND ROAD SERVICE,+1 505-290-9862,https://505truckservice.top/,Milan,NM,505 TRUCK SERVICE LLC AND ROAD SERVICE - Local Auto Repairs Menu Menu HomeExplorePricing HomeExplorePricing Search places CTRL+K Sign in Menu Menu Hom...,"roadside,tire,rv",yes,no,,,,,,,yes,high
Alpha Mobile Mechanic Service,+1 505-290-7073,https://alphamobilemechanic.godaddysites.com/,Milan,NM,Alpha Mobile Mechanic Alpha Mobile MechanicAlpha Mobile MechanicAlpha Mobile MechanicAlpha Mobile Mechanic(505)290-7073(505)290-7073Alpha Mobile Mecha...,"roadside,trailer,rv",yes,yes,,,,,,(505) 290-7073,yes,high
TA Truck Service,+1 505-835-2152,https://www.ta-petro.com/,Moriarty,NM,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
R&R Fleet Services LLC,+1 505-861-0404,http://rrfleetservicesnm.com/,Rio Communities,NM,Home | R&R Fleet Services Truck Repair top of page R&R Fleet ServicesMenu Close > HomeAbout UsOur ServicesQuality Truck Repair ServicesEXPERIENCED TEC...,"engine,cooling,tire,rv",no,no,,,,,,(505) 861-0404,yes,medium
"TERRY'S SERVICE CENTER - TIRES, AUTO & TRUCK REPAIR",+1 575-576-2570,https://terrys-servicecenter.com/,San Jon,NM,Towing Service on Interstate 40 in New Mexico 575.576.,"roadside,engine,tire,trailer,rv,brakes",yes,yes,,,,,,(575) 576-2570,yes,high
Albuquerque Axle Surgeons,+1 505-203-0543,http://www.nmaxlesurgeons.com/,Sandia Park,NM,Home Mobile Spindle Replacement Specialists Saving you Money! Axle SurgeonsÂ® patented replacement process is Â¼ the cost of a new housing 3/4 Ton pic...,trailer,yes,no,,,,,,(505) 203-0543,yes,high
"Hal Burns Truck, RV & Equipment Service",+1 505-471-1671,http://www.halburns.com/,Santa Fe,NM,"Truck Repair and Maintenance in Santa Fe, NM | Hal Burns Truck & Equipment Service, LLC. (505) 471-1671 14 Camino Charro | Santa Fe, NM 87507 Monday -...","roadside,engine,trailer,rv",yes,yes,,,,,,(505) 471-1671,yes,high
Big Rig Truck Service Inc.,+1 575-472-5296,http://bigrigtruckservice.wordpress.com/,Santa Rosa,NM,"Big Rig Truck Service Inc. | SANTA ROSA, NEW MEXICO – 575-472-5296 – 24 Hour Road Service – Since 1981 Big Rig Truck Service Inc.","cooling,tire,rv,brakes,electrical",no,no,,,,,,(575) 472-5296,yes,medium
Ortega's Wrecker Service & Auto Repair,+1 575-472-3204,https://www.ortegaswreckerserviceandautorepair.com/,Santa Rosa,NM,Ortega’s Wrecker Service & Auto Repair - Santa Rosa NM Skip to content Home About Services Testimonials Contact Home About Services Testimonials Conta...,"roadside,cooling,tire,trailer,rv",yes,yes,,,,,,,yes,high
TA Travel Center,+1 575-935-9939,https://www.ta-petro.com/location/nm/ta-santa-rosa,Santa Rosa,NM,TA Santa Rosa | TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Foo...,"engine,rv",no,no,,,,,,(575) 366-8810,yes,medium
TA Truck Service,+1 575-366-8810,https://www.ta-petro.com/,Santa Rosa,NM,TravelCenters of America Skip to main content Skip to footer Loading nearest TA locations… TravelCenters of America Menu Locations Food & Beverage Pro...,"tire,rv",yes,no,,,,,,,yes,high
"4 J's Towing & Recovery Services, LLC",+1 575-461-1801,http://4jstowingrecovery.com/,Tucumcari,NM,4J's Towing & Recovery HomeServicesService AreaLocation MapContact UsMoreHomeServicesService AreaLocation MapContact UsHomeServicesService AreaLocatio...,"roadside,trailer,rv",yes,yes,,,,,,(575) 461-1801,yes,high
Boss Truck Shop,+1 575-461-8458,http://www.bosstruckshops.com/,Tucumcari,NM,Home - Boss Truck Shops Skip to content Haul and Back Find a Location Truck Parking Club Corbin Fargo Grand Island Ogden Rawlins Tulsa West Memphis Se...,"roadside,engine,cooling,tire,reefer,trailer,rv,brakes,electrical",yes,no,,,,,,(888) 595-2677,yes,high
Dhillon & Son Truck/Trailer/Tire Repair + Road Service,+1 575-403-1098,https://dhillonandson.com/,Tucumcari,NM,Dhillon&Son Dhillon & SonDhillon & SonDhillon & SonDhillon & SonMoreDhillon & SonDhillon & SonDhillon & SonDhillon & SonCALL US NOWCALL US NOWTruck/Tr...,"cooling,tire,trailer,rv,brakes",yes,yes,,,,,,(575) 403-1098,yes,high
Jack's Truck Repair,+1 575-461-4601,http://jackstowingrepair.com/,Tucumcari,NM,Jack's Truck Repair Inc. HomeServicesService AreaLocation MapContact UsMoreHomeServicesService AreaLocation MapContact UsHomeServicesService AreaLocat...,"roadside,engine,tire,reefer,trailer,rv,brakes,electrical",yes,yes,,,,,,(575) 461-4601,yes,high
John's Truck Service Inc.,+1 575-461-2085,https://johnstruckserviceinc.com/,Tucumcari,NM,"John's Truck Service Inc. - Cummins Dealer in Tucumcari, NM John's Truck Service Inc.","engine,tire,rv",no,no,,,,,,(575) 461-2085,yes,medium
Quality Lube & Tire,+1 575-461-0773,http://www.qualitylubeandtire.com/,Tucumcari,NM,Quality Lube & Tire | Tires Tucumcari NM | Oil Change View myquote cart Home Shop For Tires Trailer Tires Car Repairs Oil Change Car Care Tips Tire Br...,"roadside,tire,trailer,rv",yes,no,,,,,,(575) 461-0773,yes,high
D&H RV & Marine APEX,+1 919-362-4665,http://www.dhrvcenter.com/,Apex,NC,"D & H RV & Marine - Apex, NC - Apex's Premier RV Dealership - Offering Service, Sales, Parts and Financing Apex, NC (919) 362-4665 link tofl website T...","tire,trailer,rv",no,no,,,,,,(919) 362-4665,yes,medium
Jim Campen Trailer Sales,+1 828-684-4284,http://www.jimcampen.com/,Arden,NC,"Home - Jim Campen Trailer Sales in Hendersonville, NC (828) 684-4284 | 14 Airport Road, Arden, NC (828) 684-8889 | 6037 Asheville Hwy, Hendersonville,...","roadside,tire,trailer,rv,brakes",yes,no,,,,,,(828) 684-4284,yes,high
Asheville Mobile Truck Repair,+1 828-827-4635,http://ashevillemobiletruckrepair.com/,Asheville,NC,Asheville Mobile Truck Repair | Call (828) 827-4635 Request A Service Home About Services Contact Location Brevard Enka Village Georgetown Marion Pflu...,"roadside,engine,trailer,rv,brakes",yes,no,,,,,,(828) 827-4635,yes,high
Firestone Complete Auto Care,+1 828-412-0811,https://www.firestonecompleteautocare.com/north-carolina/asheville/85-tunnel-rd/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocalmaps%26cmp%3Doloc_google_localmaps_maps,Asheville,NC,"Tires & Auto Services at 85 Tunnel Rd in Asheville, NC | Firestone Complete Auto Care SEE DETAILS close Schedule an appointment Tires <Tires Shop For ...","roadside,engine,cooling,tire,rv,brakes",yes,no,,,,,,(800) 752-0379,yes,high
Firestone Complete Auto Care,+1 828-575-0515,https://www.firestonecompleteautocare.com/north-carolina/asheville/215-patton-ave/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocalmaps%26cmp%3Doloc_google_localmaps_maps,Asheville,NC,"Tires & Auto Services at 215 Patton Ave in Asheville, NC | Firestone Complete Auto Care SEE DETAILS close Schedule an appointment Tires <Tires Shop Fo...","roadside,engine,cooling,tire,rv,brakes",yes,no,,,,,,(800) 752-0379,yes,high
FleetPride,+1 828-274-5294,https://branches.fleetpride.com/nc/asheville/truckparts-ash.html,Asheville,NC,Heavy Duty Truck and Trailer Parts at 201 Sweeten Creek Industrial Park | Asheville FleetPride Stronger Together - FleetPride and TruckPro Announce St...,"engine,cooling,tire,trailer,rv,brakes,electrical",no,no,,,,,,,yes,medium
Jan Davis Tire Store,+1 828-253-5634,http://www.jandavistire.com/,Asheville,NC,"Jan Davis Tire Store :: Asheville NC Tires & Auto Repair Shop (828) 253-5634 209 Patton Ave Asheville, NC 28801 Cart Highly Trained Staff Personal Ser...","tire,rv,brakes",yes,no,,,,,,(828) 253-5634,yes,high
Leonard Truck Outfitters,+1 828-298-0298,http://leonardusa.com/,Asheville,NC,"Leonard Truck Outfitters × Manage Your Privacy This site uses cookies for functionality, analytics, and advertising. You can opt out of non-essential ...","roadside,tire,trailer,rv,electrical",yes,no,,,,,,(336) 415-3330,yes,high
MHC Kenworth - Asheville,+1 828-667-8771,https://mhc.com/locations/mhc-kenworth-asheville,Asheville,NC,"Semi-truck Dealership, Repair & Parts in Asheville, NC | MHC Get in touch (828) 667-8771 Search Search Search Sign In Careers Careers Overview Career ...","engine,trailer,rv",yes,no,,,,,,(828) 667-8771,yes,high
MR Motorcycle,+1 828-277-8600,http://www.mr-motorcycle.com/,Asheville,NC,"Motorcycles, ATVs & UTVs for Sale in Asheville, NC | MR Motorcycle 774 Hendersonville Rd.Asheville, NC 28803 (828) 277-8600 Toggle navigation Home Sho...","tire,trailer,rv",no,no,,,,,,(828) 277-8600,yes,medium
Mountain View Tire & Service,+1 828-252-9681,http://mvtire.com/,Asheville,NC,Best Auto Repair & Tire Shop In Candler | Oil Change | Tune Ups | Brake Repair | Wheel Alignments | Mechanic | Transmission Repair Find a Location Abo...,"engine,tire,rv,brakes,electrical",no,no,,,,,,(828) 633-2530,yes,medium
Olen Hensley Automotive Inc.,+1 828-258-1738,http://www.olenhensleyautomotive.com/,Asheville,NC,Olen Hensley Automotive Skip to content Olen Hensley Automotive Menu Home About Contact Employment Home Olen Hensley Automotive has been proudly servi...,"trailer,rv",no,no,,,,,,(828) 258-1738,yes,medium
Sky Overland,+1 828-484-2474,http://skyoverland.com/,Asheville,NC,Van Rentals & Passenger Vans in Asheville NC | Sky Overland What Is Overland? Vehicles Boss Hog The Hummingbird About Us Rental Agreement Policies for...,rv,no,no,,,,,,(828) 216-0340,yes,medium
Mountain View Tire & Service,+1 828-252-9681,http://mvtire.com/,Asheville,NC,Best Auto Repair & Tire Shop In Candler | Oil Change | Tune Ups | Brake Repair | Wheel Alignments | Mechanic | Transmission Repair Find a Location Abo...,"engine,tire,rv,brakes,electrical",no,no,,,,,,(828) 633-2530,yes,medium
Olen Hensley Automotive Inc.,+1 828-258-1738,http://www.olenhensleyautomotive.com/,Asheville,NC,Olen Hensley Automotive Skip to content Olen Hensley Automotive Menu Home About Contact Employment Home Olen Hensley Automotive has been proudly servi...,"trailer,rv",no,no,,,,,,(828) 258-1738,yes,medium
Sky Overland,+1 828-484-2474,http://skyoverland.com/,Asheville,NC,Van Rentals & Passenger Vans in Asheville NC | Sky Overland What Is Overland? Vehicles Boss Hog The Hummingbird About Us Rental Agreement Policies for...,rv,no,no,,,,,,(828) 216-0340,yes,medium
Truck & Trailer SERVICES,+1 828-301-8543,https://828roadassist.com/,Asheville,NC,Truck & Trailer Repair Truck & Trailer Mobile RepairTruck & Trailer Mobile RepairTruck & Trailer Mobile RepairTruck & Trailer Mobile RepairTruck & Tra...,"roadside,trailer,rv",yes,no,,,,,,,yes,high
Truck & Trailer SERVICES,+1 828-301-8543,https://828roadassist.com/,Asheville,NC,Truck & Trailer Repair Truck & Trailer Mobile RepairTruck & Trailer Mobile RepairTruck & Trailer Mobile RepairTruck & Trailer Mobile RepairTruck & Tra...,"roadside,trailer,rv",yes,no,,,,,,,yes,high
U-Haul Moving & Storage of E Asheville,+1 828-298-8551,https://www.uhaul.com/Locations/Truck-Rentals-near-Asheville-NC-28805/867056/%3Futm_source%3Dgmb%26utm_medium%3Dprimary%26utm_campaign%3Duhaulsmlm%26utm_content%3D867056,Asheville,NC,U-Haul Open in the U-Haul app Open Skip to Content 0 1-Year Price Lock Careers Become a Dealer Locations Cart 0 Sign In / Orders Sign in / Orders 1-Ye...,"roadside,trailer,rv,electrical",yes,no,,,,,,(800) 468-4285,yes,high
U-Haul Moving & Storage of E Asheville,+1 828-298-8551,https://www.uhaul.com/Locations/Truck-Rentals-near-Asheville-NC-28805/867056/%3Futm_source%3Dgmb%26utm_medium%3Dprimary%26utm_campaign%3Duhaulsmlm%26utm_content%3D867056,Asheville,NC,U-Haul Open in the U-Haul app Open Skip to Content 0 1-Year Price Lock Careers Become a Dealer Locations Cart 0 Sign In / Orders Sign in / Orders 1-Ye...,"roadside,trailer,rv,electrical",yes,no,,,,,,(800) 468-4285,yes,high
U-Haul Moving & Storage of South Asheville,+1 828-483-5707,https://www.uhaul.com/Locations/Truck-Rentals-near-Asheville-NC-28803/867071/%3Futm_source%3Dgmb%26utm_medium%3Dprimary%26utm_campaign%3Duhaulsmlm%26utm_content%3D867071,Asheville,NC,U-Haul Open in the U-Haul app Open Skip to Content 0 1-Year Price Lock Careers Become a Dealer Locations Cart 0 Sign In / Orders Sign in / Orders 1-Ye...,"roadside,trailer,rv,electrical",yes,no,,,,,,(800) 468-4285,yes,high
Walker Tire - NC,+1 828-255-8200,https://www.walker-tire.com/,Asheville,NC,"Walker Tire | Auto Repair & Tire Shop in Asheville, NC [GEOTITLE] [GEOADDRESSONE] [GEOADDRESSTWO] [GEOPHONE] Directions Store Hours [GEOHOURSMONDAY] [...","roadside,engine,tire,trailer,rv,brakes,electrical",yes,no,,,,,,(828) 255-8200,yes,high
U-Haul Moving & Storage of South Asheville,+1 828-483-5707,https://www.uhaul.com/Locations/Truck-Rentals-near-Asheville-NC-28803/867071/%3Futm_source%3Dgmb%26utm_medium%3Dprimary%26utm_campaign%3Duhaulsmlm%26utm_content%3D867071,Asheville,NC,U-Haul Open in the U-Haul app Open Skip to Content 0 1-Year Price Lock Careers Become a Dealer Locations Cart 0 Sign In / Orders Sign in / Orders 1-Ye...,"roadside,trailer,rv,electrical",yes,no,,,,,,(800) 468-4285,yes,high
